,Feature1,Feature2,Feature3,Feature4,Feature6,Feature7,Feature10,Feature11,Feature12,Feature14,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature32,Feature34,Feature35,Feature36,Feature38,Feature40,Feature42,Feature44,Feature50,Feature51,Feature52,Feature54,Feature59,Feature61,UserID,TARGET
3239,0.025164,-13725,-4342,1.0,1,1,2,2,17,0,0.58918663,0.586740009,0.3784,0.3231,0.8333,0.625,0.3505,0.2917,0.7239,0.0772,0.6945,0.3855,0.3353,0.9975,0.3675,0.1724,0.3585,0.3186,0.7542,0.7352,0.3231,0.3665,0.1724,0.0,0.0,-1035,1,2.0,2.0,195536,0
3254,0.02461,-12748,-4280,3.0,1,0,2,2,12,0,0.467165826,0.35563871700000005,0.0278,0.0565,0.0833,0.0833,0.0,0.0227,0.018000000000000002,0.0,0.0,0.0284,0.0586,0.9866,0.004,0.1034,0.0,0.0248,0.0187,0.0,0.0565,0.004,0.1034,6.0,0.0,-77,1,1.0,7.0,186875,0
3283,0.030755,-17291,-847,1.0,0,0,1,2,17,0,0.536314551,0.154743631,0.2887,0.3727,0.375,0.4167,0.0489,0.2353,0.3312,0.0,0.0,0.2941,0.3868,0.9906,0.054000000000000006,0.2414,0.05,0.2571,0.3451,0.0,0.3727,0.0539,0.2414,0.0,0.0,-652,0,0.0,4.0,287767,0
3329,0.025164,-14404,-4275,6.0,1,1,4,2,17,0,0.711894668,0.6754132909999999,0.2351,0.2135,0.3333,0.375,0.0105,0.1891,0.3035,0.0116,0.1385,0.2395,0.2216,0.9856,0.0824,0.2069,0.0107,0.2066,0.3162,0.1466,0.2135,0.0822,0.2069,0.0,0.0,-836,0,0.0,3.0,151029,0
3332,0.010147,-14698,-2547,7.0,1,0,2,2,16,0,0.132850093,0.42413031100000004,0.0777,0.0362,0.1875,0.2292,0.0216,0.0361,0.053,0.0,0.0,0.0315,0.0294,0.9886,0.0084,0.069,0.0221,0.0275,0.0547,0.0,0.0362,0.0088,0.069,3.0,0.0,-1,1,0.0,0.0,298385,0
3362,0.035792000000000004,-11477,-4042,8.0,1,0,2,2,13,0,0.7216998859999999,0.362277247,0.3113,0.0,0.625,0.0417,0.1846,0.2152,0.2291,0.1776,0.0793,0.3172,0.0,0.997,0.3644,0.1034,0.1889,0.2351,0.2387,0.0839,0.0,0.3634,0.1034,0.0,0.0,-973,1,2.0,2.0,398539,0
3364,0.018801,-12153,-4536,1.0,1,1,3,2,7,0,0.6059495579999999,0.107532176,0.0773,0.0762,0.1667,0.2083,0.0575,0.063,0.0654,0.0,0.0,0.0788,0.0791,0.9767,0.0363,0.1724,0.0588,0.0689,0.0682,0.0,0.0762,0.0362,0.1724,1.0,1.0,-1771,1,2.0,5.0,449285,1
3375,0.010006000000000001,-21714,-1834,8.0,0,0,2,2,10,0,0.6913877509999999,0.44539624200000005,0.099,0.0577,0.4583,0.0417,0.0543,0.0799,0.1031,0.0039,0.0035,0.1008,0.0599,0.9926,0.0624,0.069,0.0555,0.0872,0.1074,0.0037,0.0577,0.0622,0.069,0.0,0.0,-1051,0,0.0,4.0,289155,0
3382,0.014464,-21911,-2879,7.0,1,0,2,2,9,0,0.663558509,0.125307878,0.1649,0.1215,0.375,0.4167,0.0825,0.1345,0.1895,0.0,0.0,0.1681,0.1261,0.9911,0.1202,0.1379,0.0844,0.1469,0.1974,0.0,0.1215,0.1198,0.1379,0.0,0.0,-1782,0,0.0,3.0,158397,0
3395,0.019101,-16717,-204,15.0,1,0,2,2,14,1,0.359917514,0.53348163,0.1515,0.0522,0.3125,0.3542,0.0095,0.1202,0.1403,0.0154,0.0335,0.1261,0.0,0.9975,0.0,0.1034,0.0,0.1102,0.1277,0.0,0.0522,0.0426,0.1034,0.0,0.0,0,1,0.0,0.0,157097,0
3413,0.014519999999999998,-17588,-1135,23.0,1,0,2,2,10,0,0.366751347,0.542445144,0.1646,0.0971,0.3192,0.2708,0.0476,0.1748,0.1835,0.0386,0.1544,0.0452,0.1003,0.9906,0.0,0.1379,0.0242,0.1653,0.1332,0.0,0.0971,0.0,0.1552,1.0,1.0,-1294,1,0.0,3.0,447773,1
3424,0.032561,-10807,-1792,1.0,1,0,2,1,11,1,0.707533737,0.21035022899999997,0.1237,0.0872,0.1667,0.2083,0.0877,0.1009,0.106,0.0,0.0,0.1261,0.0905,0.9762,0.0133,0.2069,0.0897,0.1102,0.1105,0.0,0.0872,0.0133,0.2069,3.0,0.0,-361,0,0.0,1.0,323529,0
3431,0.035792000000000004,-22248,-4905,0.0,0,0,2,2,11,0,0.394827077,0.50648424,0.1577,0.0823,0.375,0.4167,0.0748,0.1261,0.17300000000000001,0.0116,0.0332,0.1607,0.0854,0.9871,0.0455,0.1379,0.0765,0.1377,0.1802,0.0351,0.0823,0.0453,0.1379,0.0,0.0,-551,0,0.0,0.0,214110,0
3438,0.00963,-19692,-2548,4.0,1,1,1,2,12,1,0.629353324,0.484851475,0.0753,0.0844,0.1667,0.2083,0.0146,0.0614,0.0732,0.0,0.0,0.0767,0.0876,0.9891,0.0102,0.1724,0.015,0.067,0.0762,0.0,0.0844,0.0102,0.1724,0.0,0.0,-2053,1,0.0,1.0,332043,0
3448,0.009334,-22331,-5761,21.0,0,0,4,2,16,0,0.7116613890000001,0.7530673920000001,0.0835,0.1069,0.1667,0.2083,0.0644,0.0672,0.0746,0.0039,0.0832,0.0851,0.1109,0.9786,0.0109,0.2069,0.0658,0.0735,0.0777,0.0881,0.1069,0.0108,0.2069,3.0,0.0,-1984,0,0.0,1.0,454426,0
3451,0.072508,-16673,-221,3.0,1,0,3,1,10,0,0.7113022790000001,0.646329898,0.1921,0.1243,0.5971,0.7083,0.0,0.179,0.3018,0.0116,0.0228,0.1008,0.12300000000000001,0.9891,0.0,0.1379,0.0,0.1956,0.3045,0.0053,0.1243,0.0581,0.1379,0.0,0.0,-566,0,0.0,0.0,208106,0
3454,0.014464,-17784,-1320,10.0,1,0,2,2,4,0,0.445409271,0.17352743,0.0186,0.0093,0.0417,0.0417,0.0142,0.0151,0.0195,0.0,0.0,0.0189,0.0096,0.9697,0.0163,0.1034,0.0146,0.0165,0.0203,0.0,0.0093,0.0162,0.1034,0.0,0.0,-892,1,0.0,0.0,171340,0
3461,0.020246,-13041,-4438,12.0,1,0,4,3,9,0,0.356067694,0.614414378,0.0753,0.0845,0.1667,0.2083,0.0515,0.0597,0.0663,0.0077,0.0159,0.0767,0.0877,0.9796,0.0087,0.1379,0.0527,0.0652,0.0691,0.0169,0.0845,0.0086,0.1379,4.0,0.0,0,1,2.0,1.0,386891,0
3484,0.072508,-15950,-162,17.0,1,0,1,1,17,0,0.474542715,0.43119179799999996,0.1351,0.0644,0.6308,0.6725,0.0,0.1091,0.1569,0.0044,0.0032,0.1439,0.0589,0.9881,0.0595,0.069,0.0,0.1249,0.1251,0.0014,0.0663,0.0678,0.069,0.0,0.0,-148,1,0.0,1.0,123161,0
3492,0.031329,-15710,-4172,3.0,1,1,4,2,17,1,0.5181385470000001,0.384206813,0.0247,0.0436,0.0833,0.0417,0.0086,0.0202,0.024,0.0,0.0,0.0252,0.0453,0.9846,0.0028,0.069,0.0088,0.022000000000000002,0.025,0.0,0.0436,0.0028,0.069,0.0,0.0,-1697,1,0.0,2.0,317461,0
3521,0.030755,-9401,-2010,8.0,1,0,1,2,15,0,0.610805274,0.406617437,0.0082,0.0,0.0417,0.0833,0.0071,0.0067,0.0056,0.0,0.0,0.0084,0.0,0.9722,0.0006,0.0345,0.0072,0.0073,0.0058,0.0,0.0,0.0006,0.0345,0.0,0.0,-1708,0,0.0,2.0,285804,0
3544,0.025164,-15855,-5885,4.0,1,0,1,2,7,0,0.631645838,0.832785025,0.1031,0.0977,0.1667,0.2083,0.0306,0.0756,0.0733,0.0,0.0131,0.0945,0.1045,0.9772,0.0054,0.2069,0.019,0.0826,0.0538,0.0,0.0978,0.0117,0.2069,0.0,0.0,-233,0,1.0,0.0,205055,0
3547,0.018634,-11089,-1089,23.0,1,0,3,2,9,0,0.709655967,0.629674251,0.0804,0.0384,0.1667,0.2083,0.0225,0.0639,0.0607,0.0077,0.0221,0.0819,0.0399,0.9747,0.0072,0.1379,0.023,0.0698,0.0633,0.0234,0.0384,0.0072,0.1379,0.0,0.0,-179,1,0.0,2.0,161830,0
3565,0.010032,-12566,-4026,17.0,1,1,3,2,13,0,0.016761648,0.499272015,0.1216,0.1067,0.1667,0.2083,0.1488,0.0983,0.11199999999999999,0.0039,0.0043,0.1239,0.1107,0.9772,0.0501,0.2759,0.1521,0.1074,0.1167,0.0045,0.1067,0.0499,0.2759,0.0,0.0,-666,1,0.0,0.0,281491,0
3611,0.026392000000000002,-19597,-3082,10.0,1,0,2,2,10,0,0.702554297,0.656158373,0.2974,0.1638,0.4167,0.3333,0.2557,0.24,0.3428,0.0135,0.022000000000000002,0.2605,0.1368,0.9891,0.0761,0.2069,0.2092,0.2259,0.2942,0.0018,0.1638,0.0829,0.2586,3.0,0.0,-2476,0,0.0,0.0,407529,0
3662,0.009549,-10126,-2351,2.0,1,0,2,2,17,0,0.5415472060000001,0.474051289,0.0825,0.08,0.1667,0.2083,0.0819,0.0672,0.0821,0.0,0.0,0.084,0.083,0.9881,0.0137,0.1379,0.0837,0.0735,0.0855,0.0,0.08,0.0137,0.1379,1.0,1.0,-787,1,0.0,0.0,176950,0
3663,0.035792000000000004,-16056,-4830,5.0,1,1,2,2,17,1,0.7219896709999999,0.773895694,0.0557,0.0603,0.1667,0.2083,0.0432,0.0437,0.0507,0.0077,0.129,0.0567,0.0626,0.9801,0.0088,0.1379,0.0442,0.0478,0.0529,0.1365,0.0603,0.0088,0.1379,0.0,0.0,-687,1,0.0,5.0,193991,0
3680,0.005313,-9187,-1836,64.0,1,0,3,2,18,0,0.6674382320000001,0.45610973899999996,0.1031,0.1341,0.1667,0.2083,0.1944,0.0841,0.0641,0.0,0.0,0.105,0.1392,0.9901,0.0169,0.1724,0.1988,0.0918,0.0667,0.0,0.1341,0.0168,0.1724,0.0,0.0,-1319,1,0.0,1.0,288042,0
3700,0.018029,-13539,-4576,20.0,1,0,3,3,6,0,0.5703663,0.5709165420000001,0.0062,0.0,0.0,0.0417,0.0028,0.005,0.0027,0.0,0.0,0.0063,0.0,0.9518,0.0,0.0,0.0028,0.0055,0.0028,0.0,0.0,0.0,0.0,1.0,0.0,-1824,1,0.0,0.0,155518,0
3724,0.019101,-13427,-5359,9.0,1,1,3,2,14,0,0.509944855,0.486653157,0.0866,0.0581,0.1667,0.1042,0.0634,0.0706,0.0896,0.0,0.0,0.0872,0.0,0.9841,0.0114,0.1379,0.057,0.0762,0.0904,0.0,0.0581,0.0133,0.1724,1.0,0.0,-672,0,0.0,1.0,174217,0
3729,0.0038130000000000004,-22306,-4857,26.0,0,0,1,2,7,0,0.778889831,0.7981372309999999,0.1216,0.1322,0.1667,0.0417,0.0395,0.0983,0.1111,0.0,0.01,0.1239,0.1372,0.9816,0.2072,0.3103,0.0404,0.1074,0.1157,0.0106,0.1322,0.2067,0.3103,2.0,1.0,-1714,0,0.0,4.0,438414,0
3732,0.030755,-23131,-4891,1.0,1,0,2,2,11,0,0.700608523,0.75037515,0.132,0.0701,0.3333,0.375,0.0392,0.1067,0.12,0.0039,0.0558,0.1345,0.0727,0.9876,0.0402,0.1379,0.0401,0.1166,0.125,0.0591,0.0701,0.0401,0.1379,0.0,0.0,0,1,0.0,4.0,299005,1
3734,0.025164,-13162,-4819,7.0,1,1,4,2,19,0,0.37487338600000003,0.84066656,0.0649,0.0474,0.125,0.0417,0.0178,0.0521,0.049,0.0039,0.0051,0.0662,0.0492,0.9737,0.0018,0.1379,0.0182,0.0569,0.051,0.0054,0.0474,0.0018,0.1379,6.0,0.0,-2547,1,0.0,0.0,111244,0
3737,0.031329,-15468,-4489,13.0,1,0,3,2,8,0,0.647282922,0.5971924270000001,0.066,0.0643,0.1667,0.2083,0.098,0.0538,0.0599,0.0,0.0223,0.0672,0.0668,0.9782,0.0078,0.1379,0.1003,0.0588,0.0624,0.0236,0.0643,0.0078,0.1379,1.0,0.0,0,1,0.0,4.0,306429,0
3747,0.010006000000000001,-14850,-5439,13.0,1,0,3,2,15,1,0.72233629,0.420610964,0.1247,0.0643,0.2221,0.2638,0.0643,0.1017,0.1301,0.0,0.0095,0.0819,0.0,0.9861,0.0,0.069,0.0303,0.0716,0.0708,0.0008,0.0,0.0,0.069,4.0,0.0,-1033,1,0.0,2.0,157983,0
3752,0.020713,-10564,-2576,13.0,1,1,4,3,12,0,0.475655195,0.151934549,0.0928,0.0893,0.1667,0.2083,0.0772,0.0748,0.0855,0.0039,0.0028,0.0945,0.0926,0.9836,0.0,0.2069,0.079,0.0817,0.08900000000000001,0.003,0.0893,0.0,0.2069,3.0,0.0,-1329,1,0.0,1.0,214143,0
3762,0.0035409999999999994,-23706,-2520,11.0,0,0,2,1,10,0,0.634003462,0.5762088360000001,0.0667,0.0682,0.1667,0.2083,0.0579,0.0543,0.0641,0.0,0.0,0.0473,0.049,0.9881,0.0089,0.1724,0.0426,0.0413,0.0462,0.0,0.0628,0.0118,0.1724,4.0,0.0,-507,1,0.0,0.0,370499,0
3783,0.007273999999999999,-23675,-4288,17.0,0,0,2,2,16,0,0.426328955,0.614414378,0.1113,0.1135,0.3333,0.0417,0.0,0.0908,0.1272,0.0,0.0,0.1134,0.1177,0.9866,0.0242,0.1034,0.0,0.0992,0.1325,0.0,0.1135,0.0241,0.1034,9.0,0.0,-6,0,0.0,0.0,209512,0
3793,0.032561,-10837,-3509,25.0,1,0,1,1,13,0,0.67866865,0.283711883,1.0,0.1643,1.0,0.0833,0.2997,0.7002,1.0,0.8417,1.0,1.0,0.1705,0.9990000000000001,0.4427,0.3103,0.3065,0.7649,1.0,1.0,0.1643,0.4414,0.3103,0.0,0.0,0,0,2.0,2.0,113813,1
3815,0.00733,-10537,-539,26.0,1,0,2,2,11,0,0.311248553,0.619527708,0.0082,0.0,0.0417,0.0833,0.0062,0.0067,0.0076,0.0,0.0,0.0084,0.0,0.9722,0.0012,0.0345,0.0063,0.0073,0.0079,0.0,0.0,0.0011,0.0345,0.0,0.0,-422,0,0.0,0.0,231770,0
3823,0.0105,-15085,-3928,0.0,1,0,1,3,10,0,0.472999842,0.394495405,0.0392,0.0812,0.125,0.1667,0.0235,0.0286,0.0487,0.0154,0.0491,0.0399,0.0843,0.9702,0.0088,0.1034,0.024,0.0312,0.0508,0.052000000000000005,0.0812,0.0088,0.1034,0.0,0.0,-254,0,0.0,2.0,373117,0
3835,0.020246,-17449,-1006,16.0,1,0,2,3,14,0,0.444680156,0.567379237,0.0825,0.1455,0.1667,0.0417,0.0625,0.0672,0.1106,0.0,0.0,0.084,0.1509,0.9896,0.0162,0.2414,0.0639,0.0735,0.1152,0.0,0.1455,0.0161,0.2414,0.0,0.0,-1792,0,0.0,0.0,384963,0
3841,0.018029,-18782,-2317,9.0,1,0,3,3,5,0,0.337265511,0.17249546699999999,0.0753,0.054000000000000006,0.1667,0.0417,0.0,0.0597,0.0726,0.0077,0.043,0.0767,0.055999999999999994,0.9806,0.0139,0.1034,0.0,0.0652,0.0756,0.0456,0.054000000000000006,0.0138,0.1034,1.0,0.0,-1876,1,0.0,0.0,137291,0
3860,0.018029,-14019,-147,3.0,1,0,3,3,7,1,0.42208800700000004,0.499272015,0.0515,0.0521,0.1667,0.0417,0.0205,0.0403,0.043,0.0077,0.0359,0.0525,0.054000000000000006,0.9816,0.0226,0.1379,0.021,0.0441,0.0449,0.038,0.0521,0.0225,0.1379,2.0,0.0,-1844,0,0.0,2.0,168838,1
3862,0.006305,-10797,-1204,14.0,1,0,3,3,5,0,0.444836761,0.544234741,0.0619,0.0764,0.1667,0.2083,0.0552,0.0504,0.0365,0.0,0.0,0.063,0.0793,0.9821,0.0105,0.1379,0.0564,0.0551,0.0381,0.0,0.0764,0.0105,0.1379,0.0,0.0,-760,0,1.0,1.0,378629,1
3883,0.02461,-9583,-2125,16.0,1,0,3,2,9,0,0.523301303,0.357293268,0.0526,0.0602,0.25,0.0417,0.0391,0.0429,0.0481,0.0,0.0646,0.0315,0.0458,0.9916,0.0052,0.069,0.0283,0.0275,0.0188,0.0,0.0602,0.0052,0.069,0.0,0.0,0,1,0.0,3.0,168341,0
3902,0.007273999999999999,-8416,-1060,1.0,1,0,1,2,12,0,0.481564938,0.634705531,0.0557,0.18,0.0762,0.2917,0.0444,0.2068,0.0495,0.0309,0.0177,0.0189,0.1868,0.9717,0.0396,0.069,0.0052,0.2259,0.0099,0.0,0.18,0.0394,0.0862,2.0,0.0,-423,1,0.0,0.0,173369,0
3923,0.04622,-12431,-4279,24.0,1,0,4,1,11,0,0.800665312,0.42765737,0.0928,0.1099,0.1667,0.2083,0.1471,0.0756,0.0914,0.0,0.0,0.0945,0.1141,0.9796,0.0131,0.2069,0.1504,0.0826,0.0952,0.0,0.1099,0.0131,0.2069,0.0,0.0,-1988,1,0.0,2.0,300015,0
3932,0.020713,-13525,-2695,15.0,1,0,2,3,13,0,0.33783762,0.852828467,0.1381,0.0589,0.3333,0.0417,0.1172,0.1118,0.1474,0.0039,0.0466,0.1408,0.0611,0.9866,0.0159,0.1379,0.1198,0.1221,0.1535,0.0493,0.0589,0.0159,0.1379,0.0,0.0,-1611,1,0.0,2.0,257109,0
3936,0.04622,-12758,-4963,4.0,1,1,2,1,11,0,0.742258897,0.694092643,0.1856,0.0,0.3333,0.375,0.0236,0.1505,0.1914,0.0039,0.0012,0.1891,0.0,0.9821,0.0374,0.1724,0.0242,0.1644,0.1994,0.0013,0.0,0.0373,0.1724,0.0,0.0,-3070,1,0.0,1.0,308758,0
3950,0.015221,-21916,-1254,3.0,1,1,2,2,10,0,0.564467485,0.72383699,0.0082,0.0271,0.0417,0.0417,0.0212,0.0067,0.0053,0.0,0.0,0.0084,0.0282,0.9866,0.0,0.0345,0.0217,0.0073,0.0055,0.0,0.0271,0.0,0.0345,4.0,0.0,-1496,0,1.0,2.0,245876,0
3951,0.031329,-13620,-4457,8.0,1,0,2,2,8,0,0.57618112,0.5118918020000001,0.1634,0.0268,0.25,0.2917,0.1451,0.1328,0.1505,0.0019,0.0402,0.0735,0.0,0.9791,0.0088,0.1379,0.0174,0.0643,0.0697,0.0,0.0268,0.0275,0.1552,2.0,1.0,-70,0,0.0,3.0,115421,0
3957,0.010032,-11038,-3359,4.0,1,0,3,2,8,0,0.532549418,0.565607981,0.0309,0.0519,0.0833,0.125,0.0,0.0151,0.0239,0.0463,0.032,0.0315,0.0538,0.9727,0.0037,0.1034,0.0,0.0165,0.0249,0.0338,0.0519,0.0037,0.1034,2.0,0.0,-1002,1,0.0,0.0,396861,0
3963,0.006629,-12917,-4737,1.0,1,0,4,2,10,0,0.64219406,0.12064103,0.0876,0.1107,0.1667,0.0417,0.0664,0.0714,0.0737,0.0,0.0148,0.084,0.1136,0.9831,0.0206,0.1034,0.0587,0.0735,0.0743,0.013000000000000001,0.1107,0.025,0.1207,0.0,0.0,-1546,0,0.0,3.0,337243,0
3982,0.010276,-10414,-3098,7.0,1,0,1,2,10,0,0.548363432,0.194067828,0.0722,0.0774,0.1667,0.2083,0.0539,0.0588,0.0676,0.0,0.0016,0.0735,0.0803,0.9801,0.0078,0.1379,0.0552,0.0643,0.0704,0.0017,0.0774,0.0078,0.1379,0.0,0.0,-672,0,0.0,1.0,314700,0
4009,0.016612000000000002,-15042,-5101,10.0,1,0,2,2,12,0,0.311891147,0.6577838,0.16699999999999998,0.083,0.1667,0.2083,0.0227,0.1353,0.0608,0.0039,0.0311,0.1702,0.0861,0.9782,0.0769,0.1034,0.0232,0.1478,0.0633,0.033,0.083,0.0766,0.1034,0.0,0.0,-1670,1,0.0,2.0,419669,0
4012,0.007305,-11650,-2048,13.0,1,0,3,3,9,0,0.583548784,0.602386344,0.0825,0.0631,0.1667,0.2083,0.0356,0.0664,0.0617,0.0039,0.0026,0.084,0.0654,0.9846,0.0173,0.1379,0.0364,0.0725,0.0643,0.0027,0.0631,0.0172,0.1379,12.0,1.0,-583,0,0.0,6.0,357282,0
4013,0.025164,-16384,-5705,35.0,1,0,2,2,9,1,0.059328277,0.292588007,0.0804,0.0,0.1667,0.2083,0.0,0.0656,0.0925,0.0,0.0,0.0819,0.0,0.9831,0.0129,0.1379,0.0,0.0716,0.0964,0.0,0.0,0.0128,0.1379,0.0,0.0,-1557,0,0.0,5.0,355926,1
4021,0.04622,-20914,-2067,8.0,1,0,2,1,10,0,0.757540621,0.360612566,0.0186,0.0129,0.125,0.1667,0.0,0.0134,0.0096,0.0077,0.0206,0.0189,0.0134,0.9901,0.0083,0.0345,0.0,0.0147,0.01,0.0218,0.0129,0.0082,0.0345,0.0,0.0,-1903,1,0.0,5.0,290802,0
4029,0.030755,-15161,-1839,13.0,1,0,3,2,15,0,0.549749484,0.42942368399999997,0.1485,0.1095,0.3333,0.375,0.049,0.121,0.1575,0.0,0.0,0.1513,0.1136,0.9886,0.0291,0.1379,0.0501,0.1322,0.1641,0.0,0.1095,0.028999999999999998,0.1379,5.0,0.0,-402,0,0.0,0.0,335767,0
4043,0.025164,-14121,-4268,2.0,1,0,2,2,14,0,0.571523375,0.556727426,0.2577,0.1588,0.3333,0.375,0.0,0.2017,0.2284,0.0386,0.0337,0.2626,0.1648,0.9841,0.1595,0.2414,0.0,0.2204,0.2379,0.0357,0.1588,0.159,0.2414,0.0,0.0,-3228,1,0.0,4.0,212524,0
4085,0.031329,-16905,-424,2.0,1,0,2,2,13,0,0.6216904839999999,0.504681319,0.1258,0.0822,0.4583,0.4583,0.0847,0.0975,0.1378,0.0232,0.0554,0.1155,0.0848,0.9940000000000001,0.0271,0.1034,0.0795,0.0983,0.136,0.0351,0.0822,0.0404,0.1034,0.0,0.0,-2364,0,0.0,3.0,268057,0
4087,0.022625,-18191,-1703,9.0,1,0,2,2,15,0,0.504025432,0.6075573000000001,0.2907,0.22899999999999998,0.3333,0.375,0.1477,0.237,0.1946,0.0,0.0109,0.2962,0.2377,0.9886,0.1342,0.069,0.151,0.259,0.2028,0.0115,0.22899999999999998,0.1338,0.069,2.0,0.0,-1347,1,1.0,4.0,352019,1
4093,0.010032,-12581,-4041,17.0,1,1,2,2,10,0,0.017741253000000002,0.499272015,0.1216,0.1067,0.1667,0.2083,0.1488,0.0983,0.11199999999999999,0.0039,0.0043,0.1239,0.1107,0.9772,0.0501,0.2759,0.1521,0.1074,0.1167,0.0045,0.1067,0.0499,0.2759,0.0,0.0,-681,1,0.0,0.0,223566,0
4104,0.019688999999999998,-13121,-5265,1.0,1,0,2,2,12,0,0.628143579,0.30773669600000003,0.0124,0.0,0.0417,0.0417,0.0177,0.0101,0.0148,0.0,0.0048,0.0126,0.0,0.9702,0.0,0.069,0.0181,0.011000000000000001,0.0155,0.0051,0.0,0.0,0.069,2.0,0.0,-356,0,0.0,0.0,249071,0
4111,0.018029,-11117,-2007,25.0,1,0,2,3,6,1,0.54862879,0.483050188,0.0918,0.1006,0.1667,0.2083,0.0701,0.07400000000000001,0.0857,0.0039,0.0077,0.0935,0.1044,0.9782,0.044000000000000004,0.2069,0.0717,0.0808,0.0892,0.0082,0.1006,0.0439,0.2069,1.0,0.0,-668,0,0.0,4.0,191592,0
4152,0.014464,-14847,-2702,17.0,1,0,2,2,8,0,0.275902668,0.44896227299999997,0.0619,0.0573,0.1667,0.2083,0.0591,0.0504,0.0591,0.0,0.0,0.063,0.0595,0.9851,0.0096,0.1379,0.0605,0.0551,0.0616,0.0,0.0573,0.0095,0.1379,0.0,0.0,-2128,1,0.0,3.0,424171,0
4157,0.006207,-15839,-1939,27.0,1,0,2,2,11,0,0.639375326,0.670651753,0.0175,0.0068,0.0417,0.0833,0.0366,0.0134,0.013999999999999999,0.0039,0.0044,0.0179,0.0071,0.9796,0.0018,0.069,0.0375,0.0147,0.0146,0.0046,0.0068,0.0017,0.069,4.0,0.0,-540,1,0.0,1.0,366630,1
4174,0.030755,-13198,-4344,1.0,1,1,1,2,15,1,0.633678651,0.41184855600000003,0.1031,0.1865,0.1667,0.2083,0.1169,0.0832,0.1216,0.0039,0.0049,0.105,0.1935,0.9901,0.022000000000000002,0.3103,0.1196,0.0909,0.1267,0.0052,0.1865,0.0219,0.3103,3.0,0.0,-320,1,0.0,0.0,236189,0
4190,0.019688999999999998,-14796,-4333,12.0,1,0,3,2,8,0,0.538499939,0.854629801,0.0918,0.0537,0.1667,0.0417,0.106,0.0748,0.0755,0.0,0.0,0.0935,0.0557,0.9801,0.0352,0.2069,0.1084,0.0817,0.0787,0.0,0.0537,0.0351,0.2069,4.0,0.0,-1915,1,0.0,0.0,346554,0
4193,0.011656999999999999,-19757,-3311,6.0,1,1,2,1,15,0,0.7881649270000001,0.50107516,0.133,0.1501,0.1667,0.2083,0.1568,0.1084,0.1217,0.0,0.0,0.1355,0.1557,0.9782,0.1767,0.2759,0.1604,0.1185,0.1268,0.0,0.1501,0.1762,0.2759,0.0,0.0,-1723,0,0.0,0.0,128365,0
4202,0.030755,-12131,-3565,3.0,1,0,3,2,15,1,0.750008335,0.477649155,0.1381,0.1008,0.3542,0.1875,0.0923,0.1126,0.1449,0.0039,0.0038,0.0945,0.0703,0.9856,0.027999999999999997,0.0345,0.0192,0.0826,0.0937,0.0,0.1008,0.0301,0.1034,1.0,0.0,-1892,1,0.0,1.0,297945,0
4220,0.005002,-14288,-4992,3.0,1,1,4,3,12,0,0.75673642,0.252598698,0.1289,0.0872,0.1667,0.2083,0.1124,0.1042,0.1163,0.0039,0.0194,0.1313,0.0905,0.9786,0.0023,0.2759,0.115,0.1139,0.1211,0.0206,0.0872,0.0023,0.2759,2.0,0.0,-1406,1,0.0,4.0,427339,0
4231,0.028663,-18915,-2442,20.0,1,1,2,2,14,0,0.261058564,0.492060094,0.0742,0.0845,0.1667,0.2083,0.0153,0.0588,0.066,0.0077,0.0078,0.0756,0.0876,0.9777,0.0101,0.1379,0.0156,0.0643,0.0688,0.0083,0.0845,0.0101,0.1379,2.0,0.0,-2974,1,0.0,1.0,207111,1
4244,0.018209,-8169,-835,16.0,1,0,2,3,7,0,0.093701282,0.19294222800000002,0.1031,0.1061,0.1667,0.2083,0.1028,0.0841,0.0936,0.0,0.0,0.105,0.1102,0.9786,0.0,0.2069,0.1052,0.0918,0.0975,0.0,0.1061,0.0,0.2069,0.0,0.0,-111,0,0.0,1.0,119910,0
4334,0.025164,-13821,-384,4.0,1,0,1,2,10,0,0.588911368,0.309275356,0.1093,0.1195,0.1667,0.2083,0.0366,0.0874,0.0832,0.0077,0.0938,0.1113,0.124,0.9737,0.0156,0.2069,0.0374,0.0955,0.0867,0.0993,0.1195,0.0155,0.2069,0.0,0.0,-1204,1,0.0,1.0,229335,0
4337,0.014464,-9424,-199,12.0,1,0,2,2,3,0,0.5857419,0.081185943,0.1031,0.0533,0.1667,0.0417,0.0796,0.0807,0.0951,0.0154,0.025,0.105,0.0553,0.9772,0.0364,0.2069,0.0814,0.0882,0.0991,0.0264,0.0533,0.0363,0.2069,1.0,0.0,-1133,1,0.0,0.0,118014,0
4339,0.04622,-15573,-4332,5.0,1,1,2,1,12,1,0.666398701,0.554946769,0.0309,0.0344,0.1667,0.2083,0.0492,0.0252,0.0164,0.0,0.0,0.0315,0.0357,0.9861,0.0162,0.069,0.0503,0.0275,0.017,0.0,0.0344,0.0162,0.069,1.0,0.0,-108,0,0.0,0.0,188060,0
